db_file,total_return,buy_hold_return,sharpe_ratio,trade_count
KRW_SAND.db,0.0020248770610356015,0.0005777007510112675,21.400560796449632,1
KRW_SBD.db,-0.004455287183857237,-0.02057613168724093,-3.844499969897371,2
KRW_SC.db,0.0,0.004673677182440494,,0
KRW_SEI.db,0.0,0.01725554642563787,,0
KRW_SHIB.db,-0.0005411255411255089,0.008112493239587737,-10.989255496365757,1
KRW_SNT.db,-0.004100464521021974,-0.007184399589461932,-9.40156822316823,2
KRW_SOL.db,0.0,0.011331444759207443,,0
KRW_STEEM.db,-0.0013422818791944957,-0.02223172295852549,-2.642644426266696,1
KRW_STG.db,-0.0038357400722022206,0.013636363636363225,-26.046015069598738,1
KRW_STMX.db,0.0,0.005214958025949068,,0
KRW_STORJ.db,0.0,0.004889975550121717,,0
KRW_STPT.db,-0.0003568242640499264,-0.0017825311942953892,-7.314351811567299,1
KRW_STRAX.db,-0.0004793863854265501,-0.003636363636364326,-3.42162281910357,1
KRW_STRIKE.db,0.0015939185875428752,0.003929273084478879,12.415537398976797,1
KRW_STX.db,0.0,-0.0004854368932039055,,0
KRW_SUI.db,0.0,0.03188662533215347,,0
KRW_SXP.db,-0.0017857142857142794,0.002142857142857668,-15.446031259090628,1
KRW_T.db,0.0,0.014184397163119478,,0
KRW_TAIKO.db,-0.002852485737571353,0.0102965403624391,-21.381600735007236,1
KRW_TFUEL.db,0.0,-0.004177545691906426,,0
KRW_THETA.db,0.0,-0.028307692307694254,,0
KRW_TON.db,-0.005274059555892219,-0.047931713722915936,-16.711289924167396,2
KRW_TRX.db,0.0,-0.0026385224274408925,,0
KRW_TT.db,0.006738544474393482,0.002257336343111982,26.419355038221067,1
KRW_UPP.db,0.0,-0.007196357761783845,,0
KRW_USDT.db,-0.0007168458781362519,-0.002150537634409977,-24.6543950641645,1
KRW_VET.db,0.0,0.004878048780487809,,0
KRW_WAVES.db,-0.0006574621959237748,0.0026333113890726345,-4.515423226024408,1
KRW_WAXP.db,-0.00412749369410681,0.0057484479190617055,-22.171346160016988,1
KRW_XEC.db,0.0,-0.0006952491309384357,,1
KRW_XEM.db,-0.0032119914346895317,0.006117308384311793,-27.53818900456132,1
KRW_XLM.db,0.0,0.011337868480725488,,0
KRW_XRP.db,0.0,0.00533197917988959,,0
KRW_XTZ.db,0.003095975232198178,-0.024340333871836428,12.48178909484573,1
KRW_ZETA.db,0.0,0.014707813525933311,,0
KRW_ZIL.db,0.002739726027397138,0.0032292787943994927,12.78845086946262,1
KRW_ZRO.db,0.0029825308904984915,0.013409961685823868,15.334120116987132,1
KRW_ZRX.db,-1.1102230246251565e-16,-0.0076390546669863335,0.013395378559263392,1
